ORP: 1529mV, 20.69 C, TDS=456.05, Ph=4.29
ORP: 836mV, 20.75 C, TDS=478.73, Ph=4.56
ORP: 837mV, 20.75 C, TDS=472.47, Ph=4.51
ORP: 837mV, 20.75 C, TDS=474.55, Ph=4.53
ORP: 837mV, 20.75 C, TDS=452.00, Ph=4.26
ORP: 837mV, 20.75 C, TDS=456.05, Ph=4.31
ORP: 838mV, 20.69 C, TDS=432.08, Ph=4.04
ORP: 832mV, 20.75 C, TDS=441.98, Ph=4.16
ORP: 830mV, 20.75 C, TDS=438.00, Ph=4.09
ORP: 827mV, 20.75 C, TDS=441.98, Ph=4.14
ORP: 827mV, 20.69 C, TDS=447.98, Ph=4.17
ORP: 828mV, 20.69 C, TDS=449.99, Ph=4.19
ORP: 829mV, 20.69 C, TDS=460.12, Ph=4.33
ORP: 828mV, 20.75 C, TDS=482.93, Ph=4.58
ORP: 829mV, 20.69 C, TDS=476.64, Ph=4.57
ORP: 828mV, 20.75 C, TDS=478.73, Ph=4.60
ORP: 828mV, 20.69 C, TDS=472.47, Ph=4.52
ORP: 828mV, 20.75 C, TDS=478.73, Ph=4.58
ORP: 828mV, 20.69 C, TDS=441.98, Ph=4.15
ORP: 826mV, 20.69 C, TDS=441.98, Ph=4.14
ORP: 826mV, 20.69 C, TDS=439.99, Ph=4.10
ORP: 827mV, 20.75 C, TDS=447.98, Ph=4.19
ORP: 827mV, 20.75 C, TDS=439.99, Ph=4.08
ORP: 827mV, 20.75 C, TDS=464.22, Ph=4.37
ORP: 828mV, 20.69 C, TDS=466.27, Ph=4.37
ORP: 833mV, 20.69 C, TDS=485.04, Ph=4.59
ORP: 835mV, 20.69 C, TDS=470.40, Ph=4.42
ORP: 840mV, 20.75 C, TDS=476.64, Ph=4.51
ORP: 841mV, 20.75 C, TDS=468.33, Ph=4.48
ORP: 841mV, 20.69 C, TDS=478.73, Ph=4.59
ORP: 841mV, 20.69 C, TDS=447.98, Ph=4.23
ORP: 840mV, 20.75 C, TDS=438.00, Ph=4.10
ORP: 841mV, 20.69 C, TDS=441.98, Ph=4.18
ORP: 838mV, 20.75 C, TDS=443.97, Ph=4.18
ORP: 837mV, 20.69 C, TDS=436.02, Ph=4.07
ORP: 836mV, 20.75 C, TDS=445.97, Ph=4.12
ORP: 835mV, 20.69 C, TDS=443.97, Ph=4.14
ORP: 836mV, 20.69 C, TDS=464.22, Ph=4.35
ORP: 835mV, 20.69 C, TDS=487.15, Ph=4.60
ORP: 834mV, 20.69 C, TDS=468.33, Ph=4.41
ORP: 834mV, 20.75 C, TDS=468.33, Ph=4.43
ORP: 832mV, 20.75 C, TDS=474.55, Ph=4.54
ORP: 832mV, 20.75 C, TDS=472.47, Ph=4.53
ORP: 831mV, 20.75 C, TDS=480.83, Ph=4.62
ORP: 832mV, 20.75 C, TDS=456.05, Ph=4.32
ORP: 832mV, 20.75 C, TDS=441.98, Ph=4.14
ORP: 832mV, 20.69 C, TDS=445.97, Ph=4.20
ORP: 835mV, 20.69 C, TDS=449.99, Ph=4.16
ORP: 840mV, 20.75 C, TDS=438.00, Ph=4.08
ORP: 843mV, 20.75 C, TDS=439.99, Ph=4.10
ORP: 843mV, 20.69 C, TDS=441.98, Ph=4.10
ORP: 843mV, 20.75 C, TDS=447.98, Ph=4.19
ORP: 843mV, 20.69 C, TDS=493.54, Ph=4.70
ORP: 844mV, 20.69 C, TDS=474.55, Ph=4.48
ORP: 845mV, 20.75 C, TDS=480.83, Ph=4.56
ORP: 850mV, 20.75 C, TDS=474.55, Ph=4.50
ORP: 853mV, 20.69 C, TDS=474.55, Ph=4.56
ORP: 855mV, 20.69 C, TDS=474.55, Ph=4.56
ORP: 856mV, 20.69 C, TDS=474.55, Ph=4.54
ORP: 854mV, 20.75 C, TDS=462.17, Ph=4.39
ORP: 850mV, 20.69 C, TDS=443.97, Ph=4.20
ORP: 845mV, 20.75 C, TDS=441.98, Ph=4.17
ORP: 841mV, 20.69 C, TDS=445.97, Ph=4.21
ORP: 842mV, 20.69 C, TDS=441.98, Ph=4.11
ORP: 843mV, 20.75 C, TDS=441.98, Ph=4.12
ORP: 843mV, 20.69 C, TDS=449.99, Ph=4.20
ORP: 844mV, 20.69 C, TDS=487.15, Ph=4.62
ORP: 844mV, 20.69 C, TDS=472.47, Ph=4.47
ORP: 847mV, 20.75 C, TDS=468.33, Ph=4.40
ORP: 852mV, 20.75 C, TDS=480.83, Ph=4.52
ORP: 854mV, 20.75 C, TDS=470.40, Ph=4.47
ORP: 853mV, 20.75 C, TDS=474.55, Ph=4.51
ORP: 853mV, 20.69 C, TDS=470.40, Ph=4.49
ORP: 852mV, 20.75 C, TDS=480.83, Ph=4.60
ORP: 849mV, 20.75 C, TDS=472.47, Ph=4.53
ORP: 846mV, 20.75 C, TDS=438.00, Ph=4.10
ORP: 843mV, 20.69 C, TDS=434.05, Ph=4.07
ORP: 838mV, 20.69 C, TDS=449.99, Ph=4.26
ORP: 835mV, 20.69 C, TDS=439.99, Ph=4.16
ORP: 836mV, 20.69 C, TDS=441.98, Ph=4.16
ORP: 838mV, 20.75 C, TDS=441.98, Ph=4.13
ORP: 842mV, 20.69 C, TDS=445.97, Ph=4.19
ORP: 846mV, 20.69 C, TDS=445.97, Ph=4.15
ORP: 850mV, 20.75 C, TDS=445.97, Ph=4.17
ORP: 854mV, 20.69 C, TDS=454.02, Ph=4.28
ORP: 859mV, 20.69 C, TDS=466.27, Ph=4.40
ORP: 862mV, 20.75 C, TDS=480.83, Ph=4.58
ORP: 864mV, 20.69 C, TDS=485.04, Ph=4.61
ORP: 857mV, 20.69 C, TDS=472.47, Ph=4.53
ORP: 853mV, 20.75 C, TDS=476.64, Ph=4.56
ORP: 850mV, 20.75 C, TDS=474.55, Ph=4.55
ORP: 845mV, 20.75 C, TDS=480.83, Ph=4.57
ORP: 841mV, 20.75 C, TDS=472.47, Ph=4.51
ORP: 838mV, 20.75 C, TDS=438.00, Ph=4.09
ORP: 835mV, 20.75 C, TDS=430.12, Ph=3.99
ORP: 831mV, 20.75 C, TDS=443.97, Ph=4.14
ORP: 829mV, 20.69 C, TDS=449.99, Ph=4.23
ORP: 827mV, 20.75 C, TDS=443.97, Ph=4.16
ORP: 830mV, 20.69 C, TDS=452.00, Ph=4.17
ORP: 834mV, 20.75 C, TDS=449.99, Ph=4.18
ORP: 836mV, 20.69 C, TDS=447.98, Ph=4.19
ORP: 841mV, 20.75 C, TDS=447.98, Ph=4.18
ORP: 844mV, 20.69 C, TDS=445.97, Ph=4.15
ORP: 844mV, 20.75 C, TDS=487.15, Ph=4.60
ORP: 844mV, 20.75 C, TDS=470.40, Ph=4.42
ORP: 843mV, 20.75 C, TDS=487.15, Ph=4.60
ORP: 843mV, 20.69 C, TDS=474.55, Ph=4.48
ORP: 837mV, 20.69 C, TDS=474.55, Ph=4.51
ORP: 832mV, 20.75 C, TDS=466.27, Ph=4.43
ORP: 828mV, 20.69 C, TDS=474.55, Ph=4.53
ORP: 827mV, 20.69 C, TDS=447.98, Ph=4.24
ORP: 829mV, 20.75 C, TDS=441.98, Ph=4.16
ORP: 828mV, 20.75 C, TDS=439.99, Ph=4.15
ORP: 834mV, 20.69 C, TDS=443.97, Ph=4.18
ORP: 840mV, 20.69 C, TDS=441.98, Ph=4.15
ORP: 844mV, 20.75 C, TDS=447.98, Ph=4.19
ORP: 847mV, 20.69 C, TDS=445.97, Ph=4.18
ORP: 851mV, 20.75 C, TDS=497.83, Ph=4.76
ORP: 856mV, 20.75 C, TDS=489.28, Ph=4.67
ORP: 855mV, 20.69 C, TDS=489.28, Ph=4.67
ORP: 853mV, 20.69 C, TDS=474.55, Ph=4.49
ORP: 854mV, 20.75 C, TDS=478.73, Ph=4.53
ORP: 854mV, 20.75 C, TDS=480.83, Ph=4.54
ORP: 847mV, 20.69 C, TDS=482.93, Ph=4.56
ORP: 842mV, 20.69 C, TDS=464.22, Ph=4.42
ORP: 837mV, 20.69 C, TDS=472.47, Ph=4.48
ORP: 832mV, 20.75 C, TDS=468.33, Ph=4.45
ORP: 829mV, 20.69 C, TDS=439.99, Ph=4.11
ORP: 832mV, 20.75 C, TDS=436.02, Ph=4.07
ORP: 831mV, 20.69 C, TDS=439.99, Ph=4.12
ORP: 830mV, 20.69 C, TDS=443.97, Ph=4.16
ORP: 835mV, 20.69 C, TDS=445.97, Ph=4.17
ORP: 837mV, 20.69 C, TDS=441.98, Ph=4.09
ORP: 842mV, 20.75 C, TDS=447.98, Ph=4.18
ORP: 845mV, 20.69 C, TDS=468.33, Ph=4.40
ORP: 850mV, 20.69 C, TDS=472.47, Ph=4.45
ORP: 854mV, 20.69 C, TDS=482.93, Ph=4.56
ORP: 851mV, 20.75 C, TDS=480.83, Ph=4.55
ORP: 848mV, 20.75 C, TDS=474.55, Ph=4.53
ORP: 844mV, 20.69 C, TDS=472.47, Ph=4.49
ORP: 840mV, 20.75 C, TDS=449.99, Ph=4.24
ORP: 835mV, 20.75 C, TDS=439.99, Ph=4.12
ORP: 833mV, 20.75 C, TDS=439.99, Ph=4.06
ORP: 833mV, 20.69 C, TDS=449.99, Ph=4.19
ORP: 833mV, 20.75 C, TDS=445.97, Ph=4.16
ORP: 834mV, 20.75 C, TDS=478.73, Ph=4.54
ORP: 828mV, 20.75 C, TDS=478.73, Ph=4.56
ORP: 829mV, 20.75 C, TDS=472.47, Ph=4.51
ORP: 829mV, 20.75 C, TDS=466.27, Ph=4.45
ORP: 829mV, 20.69 C, TDS=438.00, Ph=4.10
ORP: 830mV, 20.69 C, TDS=447.98, Ph=4.23
ORP: 829mV, 20.69 C, TDS=438.00, Ph=4.11
ORP: 835mV, 20.69 C, TDS=434.05, Ph=4.05
ORP: 833mV, 20.75 C, TDS=445.97, Ph=4.16
ORP: 832mV, 20.75 C, TDS=443.97, Ph=4.14
ORP: 833mV, 20.69 C, TDS=460.12, Ph=4.34
ORP: 833mV, 20.75 C, TDS=468.33, Ph=4.43
ORP: 828mV, 20.75 C, TDS=476.64, Ph=4.55
ORP: 824mV, 20.75 C, TDS=474.55, Ph=4.55
ORP: 820mV, 20.75 C, TDS=462.17, Ph=4.38
ORP: 816mV, 20.69 C, TDS=436.02, Ph=4.08
ORP: 816mV, 20.69 C, TDS=443.97, Ph=4.14
ORP: 816mV, 20.75 C, TDS=445.97, Ph=4.15
ORP: 823mV, 20.75 C, TDS=445.97, Ph=4.15
ORP: 829mV, 20.75 C, TDS=474.55, Ph=4.49
ORP: 833mV, 20.69 C, TDS=474.55, Ph=4.47
ORP: 835mV, 20.75 C, TDS=478.73, Ph=4.59
ORP: 836mV, 20.75 C, TDS=480.83, Ph=4.59
ORP: 836mV, 20.69 C, TDS=436.02, Ph=4.05
ORP: 835mV, 20.75 C, TDS=438.00, Ph=4.08
ORP: 836mV, 20.69 C, TDS=438.00, Ph=4.08
ORP: 834mV, 20.75 C, TDS=447.98, Ph=4.19
ORP: 835mV, 20.69 C, TDS=443.97, Ph=4.10
ORP: 835mV, 20.69 C, TDS=445.97, Ph=4.16
ORP: 835mV, 20.75 C, TDS=468.33, Ph=4.39
ORP: 835mV, 20.69 C, TDS=470.40, Ph=4.43
ORP: 832mV, 20.69 C, TDS=474.55, Ph=4.54
ORP: 834mV, 20.75 C, TDS=476.64, Ph=4.58
ORP: 833mV, 20.75 C, TDS=466.27, Ph=4.42
ORP: 834mV, 20.69 C, TDS=439.99, Ph=4.16
ORP: 835mV, 20.75 C, TDS=436.02, Ph=4.10
ORP: 838mV, 20.75 C, TDS=447.98, Ph=4.13
ORP: 841mV, 20.75 C, TDS=439.99, Ph=4.08
ORP: 841mV, 20.69 C, TDS=449.99, Ph=4.23
ORP: 841mV, 20.75 C, TDS=462.17, Ph=4.38
ORP: 836mV, 20.75 C, TDS=478.73, Ph=4.59
ORP: 838mV, 20.75 C, TDS=474.55, Ph=4.52
ORP: 840mV, 20.75 C, TDS=460.12, Ph=4.36
ORP: 840mV, 20.75 C, TDS=445.97, Ph=4.20
ORP: 845mV, 20.75 C, TDS=445.97, Ph=4.16
ORP: 848mV, 20.75 C, TDS=443.97, Ph=4.12
ORP: 851mV, 20.69 C, TDS=452.00, Ph=4.20
ORP: 850mV, 20.69 C, TDS=487.15, Ph=4.61
ORP: 848mV, 20.69 C, TDS=472.47, Ph=4.49
ORP: 844mV, 20.75 C, TDS=478.73, Ph=4.55
ORP: 840mV, 20.69 C, TDS=434.05, Ph=4.04
ORP: 836mV, 20.69 C, TDS=443.97, Ph=4.15
ORP: 842mV, 20.75 C, TDS=454.02, Ph=4.22
ORP: 845mV, 20.75 C, TDS=441.98, Ph=4.09
ORP: 849mV, 20.75 C, TDS=449.99, Ph=4.18
ORP: 851mV, 20.75 C, TDS=487.15, Ph=4.64
ORP: 853mV, 20.69 C, TDS=487.15, Ph=4.61
ORP: 850mV, 20.75 C, TDS=470.40, Ph=4.47
ORP: 845mV, 20.75 C, TDS=474.55, Ph=4.51
ORP: 840mV, 20.75 C, TDS=470.40, Ph=4.46
ORP: 836mV, 20.75 C, TDS=454.02, Ph=4.27
ORP: 840mV, 20.69 C, TDS=439.99, Ph=4.10
ORP: 841mV, 20.69 C, TDS=449.99, Ph=4.18
ORP: 845mV, 20.75 C, TDS=443.97, Ph=4.12
ORP: 850mV, 20.69 C, TDS=491.41, Ph=4.71
ORP: 854mV, 20.75 C, TDS=485.04, Ph=4.61
ORP: 850mV, 20.75 C, TDS=476.64, Ph=4.59
ORP: 847mV, 20.75 C, TDS=474.55, Ph=4.57
ORP: 842mV, 20.69 C, TDS=474.55, Ph=4.55
ORP: 837mV, 20.75 C, TDS=449.99, Ph=4.25
ORP: 833mV, 20.75 C, TDS=439.99, Ph=4.15
ORP: 834mV, 20.75 C, TDS=438.00, Ph=4.04
ORP: 838mV, 20.75 C, TDS=438.00, Ph=4.09
ORP: 843mV, 20.69 C, TDS=445.97, Ph=4.16
ORP: 846mV, 20.75 C, TDS=447.98, Ph=4.19
ORP: 850mV, 20.75 C, TDS=485.04, Ph=4.61
ORP: 852mV, 20.69 C, TDS=485.04, Ph=4.60
ORP: 845mV, 20.69 C, TDS=478.73, Ph=4.57
ORP: 842mV, 20.75 C, TDS=472.47, Ph=4.51
ORP: 839mV, 20.69 C, TDS=436.02, Ph=4.04
ORP: 839mV, 20.69 C, TDS=438.00, Ph=4.10
ORP: 839mV, 20.75 C, TDS=438.00, Ph=4.11
ORP: 842mV, 20.69 C, TDS=443.97, Ph=4.12
ORP: 845mV, 20.75 C, TDS=441.98, Ph=4.13
ORP: 844mV, 20.75 C, TDS=460.12, Ph=4.30
ORP: 838mV, 20.75 C, TDS=470.40, Ph=4.42
ORP: 834mV, 20.75 C, TDS=474.55, Ph=4.51
ORP: 830mV, 20.75 C, TDS=470.40, Ph=4.49
ORP: 829mV, 20.69 C, TDS=443.97, Ph=4.18
ORP: 834mV, 20.69 C, TDS=439.99, Ph=4.07
ORP: 838mV, 20.69 C, TDS=443.97, Ph=4.14
ORP: 841mV, 20.75 C, TDS=468.33, Ph=4.40
ORP: 840mV, 20.75 C, TDS=482.93, Ph=4.59
ORP: 837mV, 20.75 C, TDS=466.27, Ph=4.45
ORP: 835mV, 20.69 C, TDS=468.33, Ph=4.47
ORP: 832mV, 20.69 C, TDS=464.22, Ph=4.44
ORP: 827mV, 20.69 C, TDS=436.02, Ph=4.08
ORP: 826mV, 20.75 C, TDS=432.08, Ph=4.04
ORP: 830mV, 20.69 C, TDS=452.00, Ph=4.21
ORP: 833mV, 20.69 C, TDS=441.98, Ph=4.14
ORP: 836mV, 20.75 C, TDS=449.99, Ph=4.22
ORP: 835mV, 20.69 C, TDS=476.64, Ph=4.55
ORP: 836mV, 20.69 C, TDS=482.93, Ph=4.61
ORP: 831mV, 20.75 C, TDS=470.40, Ph=4.50
ORP: 827mV, 20.69 C, TDS=466.27, Ph=4.47
ORP: 823mV, 20.75 C, TDS=445.97, Ph=4.22
ORP: 826mV, 20.75 C, TDS=439.99, Ph=4.13
ORP: 829mV, 20.75 C, TDS=441.98, Ph=4.15
ORP: 834mV, 20.75 C, TDS=449.99, Ph=4.23
ORP: 838mV, 20.75 C, TDS=478.73, Ph=4.55
ORP: 838mV, 20.69 C, TDS=478.73, Ph=4.61
ORP: 836mV, 20.75 C, TDS=470.40, Ph=4.51
ORP: 832mV, 20.75 C, TDS=441.98, Ph=4.13
ORP: 833mV, 20.75 C, TDS=441.98, Ph=4.16
ORP: 834mV, 20.75 C, TDS=452.00, Ph=4.22
ORP: 835mV, 20.75 C, TDS=443.97, Ph=4.13
ORP: 834mV, 20.75 C, TDS=482.93, Ph=4.59
ORP: 840mV, 20.69 C, TDS=472.47, Ph=4.46
ORP: 839mV, 20.75 C, TDS=474.55, Ph=4.52
ORP: 839mV, 20.75 C, TDS=472.47, Ph=4.49
ORP: 840mV, 20.75 C, TDS=445.97, Ph=4.18
ORP: 845mV, 20.75 C, TDS=443.97, Ph=4.14
ORP: 846mV, 20.75 C, TDS=452.00, Ph=4.22
ORP: 847mV, 20.75 C, TDS=443.97, Ph=4.14
ORP: 847mV, 20.75 C, TDS=468.33, Ph=4.42
ORP: 851mV, 20.75 C, TDS=476.64, Ph=4.52
ORP: 853mV, 20.75 C, TDS=474.55, Ph=4.53
ORP: 852mV, 20.75 C, TDS=474.55, Ph=4.53
ORP: 852mV, 20.69 C, TDS=441.98, Ph=4.14
ORP: 853mV, 20.69 C, TDS=439.99, Ph=4.13
ORP: 852mV, 20.75 C, TDS=449.99, Ph=4.21
ORP: 852mV, 20.75 C, TDS=439.99, Ph=4.08
ORP: 853mV, 20.75 C, TDS=462.17, Ph=4.35
ORP: 856mV, 20.75 C, TDS=462.17, Ph=4.39
ORP: 854mV, 20.75 C, TDS=470.40, Ph=4.49
ORP: 854mV, 20.75 C, TDS=460.12, Ph=4.39
ORP: 855mV, 20.75 C, TDS=443.97, Ph=4.19
ORP: 860mV, 20.75 C, TDS=441.98, Ph=4.13
ORP: 862mV, 20.75 C, TDS=449.99, Ph=4.20
ORP: 863mV, 20.69 C, TDS=449.99, Ph=4.20
ORP: 864mV, 20.75 C, TDS=478.73, Ph=4.54
ORP: 862mV, 20.75 C, TDS=470.40, Ph=4.48
ORP: 859mV, 20.75 C, TDS=476.64, Ph=4.55
ORP: 860mV, 20.69 C, TDS=439.99, Ph=4.12
ORP: 864mV, 20.69 C, TDS=447.98, Ph=4.23
ORP: 868mV, 20.69 C, TDS=443.97, Ph=4.14
ORP: 872mV, 20.69 C, TDS=441.98, Ph=4.11
ORP: 871mV, 20.75 C, TDS=476.64, Ph=4.53
ORP: 870mV, 20.75 C, TDS=478.73, Ph=4.59
ORP: 866mV, 20.75 C, TDS=468.33, Ph=4.48
ORP: 867mV, 20.69 C, TDS=452.00, Ph=4.27
ORP: 866mV, 20.75 C, TDS=441.98, Ph=4.15
ORP: 870mV, 20.75 C, TDS=447.98, Ph=4.19
ORP: 869mV, 20.75 C, TDS=447.98, Ph=4.16
ORP: 868mV, 20.69 C, TDS=480.83, Ph=4.55
ORP: 865mV, 20.75 C, TDS=474.55, Ph=4.53
ORP: 860mV, 20.69 C, TDS=476.64, Ph=4.55
ORP: 855mV, 20.75 C, TDS=438.00, Ph=4.11
ORP: 855mV, 20.69 C, TDS=439.99, Ph=4.14
ORP: 857mV, 20.75 C, TDS=443.97, Ph=4.13
ORP: 860mV, 20.69 C, TDS=447.98, Ph=4.17
ORP: 859mV, 20.75 C, TDS=487.15, Ph=4.61
ORP: 859mV, 20.75 C, TDS=485.04, Ph=4.59
ORP: 854mV, 20.75 C, TDS=472.47, Ph=4.48
ORP: 851mV, 20.69 C, TDS=474.55, Ph=4.53
ORP: 847mV, 20.69 C, TDS=436.02, Ph=4.07
ORP: 847mV, 20.69 C, TDS=441.98, Ph=4.16
ORP: 850mV, 20.75 C, TDS=438.00, Ph=4.08
ORP: 854mV, 20.69 C, TDS=443.97, Ph=4.16
ORP: 853mV, 20.75 C, TDS=456.05, Ph=4.31
ORP: 849mV, 20.75 C, TDS=470.40, Ph=4.51
ORP: 845mV, 20.69 C, TDS=462.17, Ph=4.42
ORP: 842mV, 20.75 C, TDS=441.98, Ph=4.15
ORP: 841mV, 20.75 C, TDS=441.98, Ph=4.10
ORP: 846mV, 20.75 C, TDS=452.00, Ph=4.23
ORP: 849mV, 20.69 C, TDS=487.15, Ph=4.63
ORP: 852mV, 20.75 C, TDS=487.15, Ph=4.62
ORP: 847mV, 20.69 C, TDS=474.55, Ph=4.53
ORP: 842mV, 20.69 C, TDS=474.55, Ph=4.49
ORP: 838mV, 20.69 C, TDS=436.02, Ph=4.08
ORP: 837mV, 20.69 C, TDS=447.98, Ph=4.18
ORP: 838mV, 20.69 C, TDS=441.98, Ph=4.12
ORP: 842mV, 20.75 C, TDS=495.68, Ph=4.71
ORP: 840mV, 20.69 C, TDS=468.33, Ph=4.43
ORP: 837mV, 20.69 C, TDS=466.27, Ph=4.46
ORP: 833mV, 20.75 C, TDS=434.05, Ph=4.06
ORP: 829mV, 20.69 C, TDS=439.99, Ph=4.14
ORP: 830mV, 20.75 C, TDS=439.99, Ph=4.08
ORP: 832mV, 20.75 C, TDS=443.97, Ph=4.13
ORP: 836mV, 20.75 C, TDS=462.17, Ph=4.35
ORP: 833mV, 20.75 C, TDS=474.55, Ph=4.49
ORP: 834mV, 20.75 C, TDS=468.33, Ph=4.44
ORP: 830mV, 20.75 C, TDS=470.40, Ph=4.49
ORP: 826mV, 20.75 C, TDS=452.00, Ph=4.25
ORP: 825mV, 20.69 C, TDS=443.97, Ph=4.13
ORP: 828mV, 20.75 C, TDS=441.98, Ph=4.10
ORP: 833mV, 20.75 C, TDS=485.04, Ph=4.61
ORP: 835mV, 20.75 C, TDS=468.33, Ph=4.50
ORP: 835mV, 20.75 C, TDS=476.64, Ph=4.58
ORP: 832mV, 20.75 C, TDS=432.08, Ph=4.05
ORP: 828mV, 20.69 C, TDS=439.99, Ph=4.15
ORP: 826mV, 20.75 C, TDS=439.99, Ph=4.11
ORP: 826mV, 20.75 C, TDS=445.97, Ph=4.18
ORP: 830mV, 20.69 C, TDS=478.73, Ph=4.59
ORP: 827mV, 20.69 C, TDS=482.93, Ph=4.60
ORP: 829mV, 20.75 C, TDS=470.40, Ph=4.51
ORP: 829mV, 20.69 C, TDS=472.47, Ph=4.52
ORP: 826mV, 20.75 C, TDS=441.98, Ph=4.14
ORP: 827mV, 20.75 C, TDS=449.99, Ph=4.21
ORP: 826mV, 20.69 C, TDS=443.97, Ph=4.13
ORP: 833mV, 20.69 C, TDS=464.22, Ph=4.35
ORP: 836mV, 20.75 C, TDS=470.40, Ph=4.45
ORP: 836mV, 20.69 C, TDS=476.64, Ph=4.54
ORP: 832mV, 20.75 C, TDS=474.55, Ph=4.52
ORP: 828mV, 20.75 C, TDS=474.55, Ph=4.53
ORP: 825mV, 20.75 C, TDS=445.97, Ph=4.19
ORP: 826mV, 20.75 C, TDS=449.99, Ph=4.20
ORP: 830mV, 20.75 C, TDS=441.98, Ph=4.09
ORP: 834mV, 20.75 C, TDS=460.12, Ph=4.31
ORP: 838mV, 20.75 C, TDS=476.64, Ph=4.50
ORP: 836mV, 20.69 C, TDS=478.73, Ph=4.56
ORP: 833mV, 20.75 C, TDS=474.55, Ph=4.52
ORP: 829mV, 20.75 C, TDS=460.12, Ph=4.37
ORP: 832mV, 20.75 C, TDS=441.98, Ph=4.16
ORP: 836mV, 20.69 C, TDS=445.97, Ph=4.15
ORP: 841mV, 20.75 C, TDS=443.97, Ph=4.15
ORP: 844mV, 20.69 C, TDS=447.98, Ph=4.19
ORP: 843mV, 20.75 C, TDS=462.17, Ph=4.36
ORP: 840mV, 20.75 C, TDS=470.40, Ph=4.51
ORP: 836mV, 20.69 C, TDS=470.40, Ph=4.47
ORP: 838mV, 20.69 C, TDS=454.02, Ph=4.30
ORP: 838mV, 20.69 C, TDS=438.00, Ph=4.12
ORP: 843mV, 20.69 C, TDS=445.97, Ph=4.20
ORP: 847mV, 20.75 C, TDS=443.97, Ph=4.11
ORP: 847mV, 20.75 C, TDS=441.98, Ph=4.11
ORP: 847mV, 20.69 C, TDS=480.83, Ph=4.55
ORP: 846mV, 20.69 C, TDS=476.64, Ph=4.47
ORP: 843mV, 20.69 C, TDS=472.47, Ph=4.52
ORP: 845mV, 20.69 C, TDS=474.55, Ph=4.51
ORP: 846mV, 20.75 C, TDS=474.55, Ph=4.53
ORP: 847mV, 20.69 C, TDS=430.12, Ph=3.98
ORP: 845mV, 20.75 C, TDS=436.02, Ph=4.06
ORP: 841mV, 20.75 C, TDS=439.99, Ph=4.10
ORP: 839mV, 20.75 C, TDS=445.97, Ph=4.12
ORP: 843mV, 20.75 C, TDS=447.98, Ph=4.19
ORP: 847mV, 20.75 C, TDS=445.97, Ph=4.13
ORP: 850mV, 20.69 C, TDS=460.12, Ph=4.33
ORP: 854mV, 20.75 C, TDS=468.33, Ph=4.39
ORP: 849mV, 20.69 C, TDS=474.55, Ph=4.54
ORP: 844mV, 20.75 C, TDS=472.47, Ph=4.49
ORP: 841mV, 20.75 C, TDS=462.17, Ph=4.38
ORP: 836mV, 20.75 C, TDS=438.00, Ph=4.09
ORP: 839mV, 20.75 C, TDS=436.02, Ph=4.10
ORP: 843mV, 20.69 C, TDS=441.98, Ph=4.12
ORP: 848mV, 20.69 C, TDS=443.97, Ph=4.15
ORP: 852mV, 20.75 C, TDS=456.05, Ph=4.30
ORP: 852mV, 20.75 C, TDS=470.40, Ph=4.47
ORP: 847mV, 20.75 C, TDS=466.27, Ph=4.44
ORP: 845mV, 20.75 C, TDS=476.64, Ph=4.57
ORP: 841mV, 20.69 C, TDS=441.98, Ph=4.18
ORP: 844mV, 20.75 C, TDS=439.99, Ph=4.14
ORP: 848mV, 20.75 C, TDS=438.00, Ph=4.08
ORP: 852mV, 20.75 C, TDS=445.97, Ph=4.18
ORP: 857mV, 20.75 C, TDS=480.83, Ph=4.59
ORP: 856mV, 20.75 C, TDS=474.55, Ph=4.50
ORP: 849mV, 20.75 C, TDS=464.22, Ph=4.46
ORP: 845mV, 20.75 C, TDS=476.64, Ph=4.58
ORP: 841mV, 20.75 C, TDS=470.40, Ph=4.50
ORP: 840mV, 20.69 C, TDS=452.00, Ph=4.28
ORP: 841mV, 20.75 C, TDS=441.98, Ph=4.16
ORP: 846mV, 20.75 C, TDS=447.98, Ph=4.19
ORP: 850mV, 20.75 C, TDS=445.97, Ph=4.16
ORP: 849mV, 20.75 C, TDS=487.15, Ph=4.63
ORP: 842mV, 20.75 C, TDS=474.55, Ph=4.50
ORP: 838mV, 20.75 C, TDS=474.55, Ph=4.55
ORP: 834mV, 20.69 C, TDS=438.00, Ph=4.10
ORP: 830mV, 20.69 C, TDS=449.99, Ph=4.25
ORP: 834mV, 20.75 C, TDS=447.98, Ph=4.14
ORP: 838mV, 20.75 C, TDS=447.98, Ph=4.18
ORP: 841mV, 20.69 C, TDS=464.22, Ph=4.38
ORP: 838mV, 20.69 C, TDS=470.40, Ph=4.49
ORP: 836mV, 20.75 C, TDS=470.40, Ph=4.47
ORP: 836mV, 20.75 C, TDS=466.27, Ph=4.42
ORP: 834mV, 20.75 C, TDS=441.98, Ph=4.15
ORP: 834mV, 20.75 C, TDS=449.99, Ph=4.17
ORP: 833mV, 20.75 C, TDS=445.97, Ph=4.17
ORP: 833mV, 20.75 C, TDS=443.97, Ph=4.13
ORP: 833mV, 20.75 C, TDS=460.12, Ph=4.31
ORP: 833mV, 20.69 C, TDS=470.40, Ph=4.47
ORP: 835mV, 20.75 C, TDS=472.47, Ph=4.51
ORP: 834mV, 20.75 C, TDS=476.64, Ph=4.53
ORP: 835mV, 20.75 C, TDS=452.00, Ph=4.25
