ORP: 1149mV, 20.75 C, TDS=493.54, Ph=4.51
ORP: 757mV, 20.75 C, TDS=460.12, Ph=4.37
ORP: 757mV, 20.75 C, TDS=480.83, Ph=4.59
ORP: 756mV, 20.75 C, TDS=470.40, Ph=4.45
ORP: 754mV, 20.75 C, TDS=485.04, Ph=4.65
ORP: 756mV, 20.75 C, TDS=468.33, Ph=4.49
ORP: 759mV, 20.75 C, TDS=506.49, Ph=4.88
ORP: 756mV, 20.75 C, TDS=493.54, Ph=4.77
ORP: 759mV, 20.75 C, TDS=472.47, Ph=4.47
ORP: 753mV, 20.75 C, TDS=489.28, Ph=4.70
ORP: 757mV, 20.75 C, TDS=468.33, Ph=4.43
ORP: 756mV, 20.75 C, TDS=487.15, Ph=4.69
ORP: 757mV, 20.75 C, TDS=472.47, Ph=4.48
ORP: 756mV, 20.75 C, TDS=480.83, Ph=4.68
ORP: 757mV, 20.75 C, TDS=466.27, Ph=4.34
ORP: 756mV, 20.75 C, TDS=485.04, Ph=4.70
ORP: 756mV, 20.75 C, TDS=462.17, Ph=4.37
ORP: 756mV, 20.75 C, TDS=476.64, Ph=4.60
ORP: 757mV, 20.75 C, TDS=470.40, Ph=4.46
ORP: 756mV, 20.75 C, TDS=480.83, Ph=4.62
ORP: 755mV, 20.75 C, TDS=464.22, Ph=4.40
ORP: 754mV, 20.75 C, TDS=482.93, Ph=4.63
ORP: 756mV, 20.75 C, TDS=468.33, Ph=4.42
ORP: 753mV, 20.75 C, TDS=485.04, Ph=4.65
ORP: 757mV, 20.75 C, TDS=468.33, Ph=4.46
ORP: 754mV, 20.75 C, TDS=474.55, Ph=4.59
ORP: 758mV, 20.75 C, TDS=460.12, Ph=4.38
ORP: 753mV, 20.75 C, TDS=476.64, Ph=4.63
ORP: 757mV, 20.75 C, TDS=464.22, Ph=4.41
ORP: 754mV, 20.81 C, TDS=487.15, Ph=4.75
ORP: 758mV, 20.75 C, TDS=466.27, Ph=4.44
ORP: 755mV, 20.75 C, TDS=487.15, Ph=4.71
ORP: 759mV, 20.75 C, TDS=468.33, Ph=4.43
ORP: 755mV, 20.75 C, TDS=478.73, Ph=4.60
ORP: 759mV, 20.75 C, TDS=468.33, Ph=4.44
ORP: 755mV, 20.75 C, TDS=487.15, Ph=4.67
ORP: 758mV, 20.75 C, TDS=462.17, Ph=4.36
ORP: 754mV, 20.75 C, TDS=480.83, Ph=4.62
ORP: 759mV, 20.75 C, TDS=470.40, Ph=4.46
ORP: 753mV, 20.75 C, TDS=485.04, Ph=4.67
ORP: 758mV, 20.75 C, TDS=468.33, Ph=4.45
ORP: 753mV, 20.75 C, TDS=478.73, Ph=4.62
ORP: 759mV, 20.75 C, TDS=462.17, Ph=4.42
ORP: 756mV, 20.75 C, TDS=482.93, Ph=4.66
ORP: 761mV, 20.75 C, TDS=464.22, Ph=4.44
ORP: 756mV, 20.75 C, TDS=480.83, Ph=4.65
ORP: 756mV, 20.75 C, TDS=462.17, Ph=4.41
ORP: 756mV, 20.75 C, TDS=441.98, Ph=4.18
ORP: 756mV, 20.75 C, TDS=474.55, Ph=4.56
ORP: 756mV, 20.75 C, TDS=445.97, Ph=4.24
ORP: 756mV, 20.75 C, TDS=472.47, Ph=4.51
ORP: 761mV, 20.75 C, TDS=452.00, Ph=4.27
ORP: 761mV, 20.75 C, TDS=504.31, Ph=4.84
ORP: 761mV, 20.75 C, TDS=458.08, Ph=4.34
ORP: 761mV, 20.75 C, TDS=476.64, Ph=4.55
ORP: 761mV, 20.75 C, TDS=472.47, Ph=4.51
ORP: 760mV, 20.75 C, TDS=502.15, Ph=4.86
ORP: 763mV, 20.75 C, TDS=458.08, Ph=4.35
ORP: 760mV, 20.75 C, TDS=493.54, Ph=4.78
ORP: 764mV, 20.75 C, TDS=468.33, Ph=4.42
ORP: 761mV, 20.75 C, TDS=482.93, Ph=4.66
ORP: 764mV, 20.75 C, TDS=462.17, Ph=4.39
ORP: 760mV, 20.75 C, TDS=489.28, Ph=4.71
ORP: 765mV, 20.75 C, TDS=466.27, Ph=4.42
ORP: 760mV, 20.75 C, TDS=482.93, Ph=4.67
ORP: 763mV, 20.75 C, TDS=460.12, Ph=4.39
ORP: 762mV, 20.75 C, TDS=445.97, Ph=4.23
ORP: 762mV, 20.75 C, TDS=474.55, Ph=4.58
ORP: 762mV, 20.75 C, TDS=466.27, Ph=4.44
ORP: 762mV, 20.75 C, TDS=478.73, Ph=4.60
ORP: 762mV, 20.75 C, TDS=464.22, Ph=4.37
ORP: 762mV, 20.75 C, TDS=489.28, Ph=4.70
ORP: 762mV, 20.75 C, TDS=474.55, Ph=4.50
ORP: 763mV, 20.75 C, TDS=482.93, Ph=4.65
ORP: 764mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 763mV, 20.75 C, TDS=445.97, Ph=4.18
ORP: 758mV, 20.75 C, TDS=493.54, Ph=4.79
ORP: 760mV, 20.75 C, TDS=460.12, Ph=4.32
ORP: 757mV, 20.75 C, TDS=474.55, Ph=4.61
ORP: 763mV, 20.75 C, TDS=456.05, Ph=4.33
ORP: 759mV, 20.81 C, TDS=489.28, Ph=4.74
ORP: 764mV, 20.75 C, TDS=464.22, Ph=4.40
ORP: 760mV, 20.75 C, TDS=489.28, Ph=4.74
ORP: 765mV, 20.75 C, TDS=464.22, Ph=4.40
ORP: 761mV, 20.75 C, TDS=489.28, Ph=4.70
ORP: 765mV, 20.75 C, TDS=464.22, Ph=4.40
ORP: 760mV, 20.75 C, TDS=489.28, Ph=4.69
ORP: 765mV, 20.81 C, TDS=506.49, Ph=4.87
ORP: 763mV, 20.75 C, TDS=468.33, Ph=4.39
ORP: 762mV, 20.75 C, TDS=474.55, Ph=4.54
ORP: 762mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 757mV, 20.75 C, TDS=485.04, Ph=4.69
ORP: 758mV, 20.75 C, TDS=466.27, Ph=4.43
ORP: 758mV, 20.75 C, TDS=478.73, Ph=4.63
ORP: 758mV, 20.75 C, TDS=464.22, Ph=4.41
ORP: 759mV, 20.75 C, TDS=474.55, Ph=4.61
ORP: 759mV, 20.75 C, TDS=482.93, Ph=4.64
ORP: 761mV, 20.75 C, TDS=474.55, Ph=4.49
ORP: 759mV, 20.75 C, TDS=480.83, Ph=4.57
ORP: 759mV, 20.75 C, TDS=464.22, Ph=4.45
ORP: 759mV, 20.75 C, TDS=487.15, Ph=4.70
ORP: 759mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 764mV, 20.75 C, TDS=462.17, Ph=4.28
ORP: 759mV, 20.75 C, TDS=470.40, Ph=4.57
ORP: 762mV, 20.75 C, TDS=474.55, Ph=4.42
ORP: 759mV, 20.75 C, TDS=447.98, Ph=4.51
ORP: 760mV, 20.81 C, TDS=462.17, Ph=4.67
ORP: 762mV, 20.75 C, TDS=480.83, Ph=4.46
ORP: 760mV, 20.75 C, TDS=485.04, Ph=4.49
ORP: 764mV, 20.75 C, TDS=464.22, Ph=4.44
ORP: 760mV, 20.75 C, TDS=499.98, Ph=4.79
ORP: 763mV, 20.75 C, TDS=468.33, Ph=4.41
ORP: 760mV, 20.75 C, TDS=495.68, Ph=4.76
ORP: 763mV, 20.75 C, TDS=470.40, Ph=4.45
ORP: 758mV, 20.75 C, TDS=443.97, Ph=4.20
ORP: 758mV, 20.75 C, TDS=466.27, Ph=4.51
ORP: 763mV, 20.75 C, TDS=456.05, Ph=4.32
ORP: 760mV, 20.75 C, TDS=485.04, Ph=4.72
ORP: 763mV, 20.75 C, TDS=466.27, Ph=4.44
ORP: 758mV, 20.75 C, TDS=478.73, Ph=4.63
ORP: 761mV, 20.75 C, TDS=470.40, Ph=4.49
ORP: 762mV, 20.75 C, TDS=468.33, Ph=4.45
ORP: 760mV, 20.75 C, TDS=493.54, Ph=4.76
ORP: 759mV, 20.75 C, TDS=462.17, Ph=4.35
ORP: 765mV, 20.75 C, TDS=452.00, Ph=4.26
ORP: 760mV, 20.75 C, TDS=493.54, Ph=4.74
ORP: 764mV, 20.81 C, TDS=468.33, Ph=4.42
ORP: 760mV, 20.75 C, TDS=476.64, Ph=4.60
ORP: 761mV, 20.75 C, TDS=462.17, Ph=4.41
ORP: 767mV, 20.75 C, TDS=470.40, Ph=4.49
ORP: 762mV, 20.75 C, TDS=499.98, Ph=4.81
ORP: 767mV, 20.75 C, TDS=462.17, Ph=4.35
ORP: 763mV, 20.75 C, TDS=489.28, Ph=4.70
ORP: 766mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 764mV, 20.75 C, TDS=468.33, Ph=4.41
ORP: 765mV, 20.75 C, TDS=476.64, Ph=4.61
ORP: 767mV, 20.75 C, TDS=466.27, Ph=4.42
ORP: 762mV, 20.75 C, TDS=485.04, Ph=4.68
ORP: 762mV, 20.75 C, TDS=480.83, Ph=4.65
ORP: 762mV, 20.75 C, TDS=466.27, Ph=4.42
ORP: 762mV, 20.75 C, TDS=495.68, Ph=4.77
ORP: 763mV, 20.75 C, TDS=458.08, Ph=4.30
ORP: 759mV, 20.81 C, TDS=491.41, Ph=4.72
ORP: 760mV, 20.75 C, TDS=485.04, Ph=4.65
ORP: 761mV, 20.75 C, TDS=468.33, Ph=4.47
ORP: 762mV, 20.75 C, TDS=476.64, Ph=4.62
ORP: 762mV, 20.75 C, TDS=468.33, Ph=4.47
ORP: 761mV, 20.75 C, TDS=485.04, Ph=4.69
ORP: 761mV, 20.75 C, TDS=482.93, Ph=4.65
ORP: 759mV, 20.75 C, TDS=472.47, Ph=4.49
ORP: 759mV, 20.81 C, TDS=482.93, Ph=4.67
ORP: 760mV, 20.75 C, TDS=460.12, Ph=4.35
ORP: 759mV, 20.75 C, TDS=487.15, Ph=4.67
ORP: 757mV, 20.75 C, TDS=482.93, Ph=4.60
ORP: 761mV, 20.75 C, TDS=468.33, Ph=4.43
ORP: 761mV, 20.81 C, TDS=482.93, Ph=4.65
ORP: 761mV, 20.75 C, TDS=466.27, Ph=4.44
ORP: 762mV, 20.75 C, TDS=480.83, Ph=4.65
ORP: 758mV, 20.75 C, TDS=497.83, Ph=4.83
ORP: 761mV, 20.81 C, TDS=456.05, Ph=4.30
ORP: 757mV, 20.75 C, TDS=482.93, Ph=4.69
ORP: 756mV, 20.81 C, TDS=460.12, Ph=4.38
ORP: 760mV, 20.75 C, TDS=456.05, Ph=4.29
ORP: 756mV, 20.75 C, TDS=474.55, Ph=4.55
ORP: 754mV, 20.75 C, TDS=466.27, Ph=4.43
ORP: 755mV, 20.81 C, TDS=485.04, Ph=4.66
ORP: 749mV, 20.75 C, TDS=482.93, Ph=4.62
ORP: 753mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 749mV, 20.81 C, TDS=487.15, Ph=4.67
ORP: 748mV, 20.75 C, TDS=466.27, Ph=4.39
ORP: 754mV, 20.75 C, TDS=458.08, Ph=4.33
ORP: 751mV, 20.75 C, TDS=487.15, Ph=4.67
ORP: 756mV, 20.75 C, TDS=466.27, Ph=4.42
ORP: 751mV, 20.81 C, TDS=485.04, Ph=4.67
ORP: 752mV, 20.75 C, TDS=464.22, Ph=4.39
ORP: 755mV, 20.75 C, TDS=454.02, Ph=4.25
ORP: 750mV, 20.75 C, TDS=491.41, Ph=4.75
ORP: 754mV, 20.75 C, TDS=468.33, Ph=4.45
ORP: 759mV, 20.75 C, TDS=487.15, Ph=4.63
ORP: 755mV, 20.75 C, TDS=493.54, Ph=4.78
ORP: 758mV, 20.75 C, TDS=468.33, Ph=4.46
ORP: 759mV, 20.75 C, TDS=480.83, Ph=4.65
ORP: 760mV, 20.75 C, TDS=493.54, Ph=4.79
ORP: 762mV, 20.75 C, TDS=462.17, Ph=4.38
ORP: 758mV, 20.75 C, TDS=487.15, Ph=4.70
ORP: 759mV, 20.75 C, TDS=482.93, Ph=4.66
ORP: 760mV, 20.75 C, TDS=472.47, Ph=4.50
ORP: 760mV, 20.75 C, TDS=485.04, Ph=4.66
ORP: 762mV, 20.75 C, TDS=466.27, Ph=4.38
ORP: 759mV, 20.75 C, TDS=458.08, Ph=4.35
ORP: 758mV, 20.75 C, TDS=497.83, Ph=4.77
ORP: 758mV, 20.75 C, TDS=466.27, Ph=4.39
ORP: 758mV, 20.75 C, TDS=491.41, Ph=4.71
ORP: 756mV, 20.75 C, TDS=482.93, Ph=4.64
ORP: 755mV, 20.81 C, TDS=470.40, Ph=4.46
ORP: 756mV, 20.75 C, TDS=485.04, Ph=4.70
ORP: 757mV, 20.75 C, TDS=460.12, Ph=4.37
ORP: 760mV, 20.75 C, TDS=464.22, Ph=4.43
ORP: 760mV, 20.75 C, TDS=491.41, Ph=4.76
ORP: 761mV, 20.75 C, TDS=464.22, Ph=4.39
ORP: 761mV, 20.75 C, TDS=485.04, Ph=4.66
ORP: 756mV, 20.81 C, TDS=497.83, Ph=4.79
ORP: 757mV, 20.75 C, TDS=472.47, Ph=4.48
ORP: 757mV, 20.75 C, TDS=489.28, Ph=4.72
ORP: 753mV, 20.75 C, TDS=506.49, Ph=4.88
ORP: 758mV, 20.75 C, TDS=476.64, Ph=4.51
ORP: 760mV, 20.75 C, TDS=487.15, Ph=4.68
ORP: 760mV, 20.75 C, TDS=464.22, Ph=4.39
ORP: 765mV, 20.75 C, TDS=456.05, Ph=4.31
ORP: 760mV, 20.75 C, TDS=487.15, Ph=4.71
ORP: 759mV, 20.75 C, TDS=468.33, Ph=4.45
ORP: 760mV, 20.75 C, TDS=456.05, Ph=4.37
ORP: 756mV, 20.75 C, TDS=478.73, Ph=4.63
ORP: 761mV, 20.75 C, TDS=460.12, Ph=4.36
ORP: 757mV, 20.75 C, TDS=487.15, Ph=4.67
ORP: 753mV, 20.75 C, TDS=487.15, Ph=4.68
ORP: 757mV, 20.75 C, TDS=474.55, Ph=4.50
ORP: 752mV, 20.75 C, TDS=489.28, Ph=4.70
ORP: 753mV, 20.75 C, TDS=468.33, Ph=4.42
ORP: 755mV, 20.81 C, TDS=458.08, Ph=4.32
ORP: 751mV, 20.75 C, TDS=485.04, Ph=4.65
ORP: 750mV, 20.75 C, TDS=468.33, Ph=4.44
ORP: 754mV, 20.75 C, TDS=474.55, Ph=4.54
ORP: 751mV, 20.75 C, TDS=478.73, Ph=4.61
ORP: 755mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 757mV, 20.75 C, TDS=454.02, Ph=4.33
ORP: 753mV, 20.75 C, TDS=495.68, Ph=4.80
ORP: 757mV, 20.75 C, TDS=462.17, Ph=4.38
ORP: 755mV, 20.75 C, TDS=474.55, Ph=4.49
ORP: 755mV, 20.75 C, TDS=478.73, Ph=4.60
ORP: 761mV, 20.75 C, TDS=464.22, Ph=4.39
ORP: 756mV, 20.75 C, TDS=482.93, Ph=4.64
ORP: 755mV, 20.75 C, TDS=506.49, Ph=4.86
ORP: 760mV, 20.75 C, TDS=476.64, Ph=4.49
ORP: 756mV, 20.75 C, TDS=497.83, Ph=4.78
ORP: 755mV, 20.75 C, TDS=480.83, Ph=4.61
ORP: 754mV, 20.75 C, TDS=470.40, Ph=4.45
ORP: 751mV, 20.81 C, TDS=482.93, Ph=4.63
ORP: 749mV, 20.75 C, TDS=506.49, Ph=4.92
ORP: 750mV, 20.75 C, TDS=462.17, Ph=4.35
ORP: 749mV, 20.75 C, TDS=491.41, Ph=4.71
ORP: 749mV, 20.81 C, TDS=458.08, Ph=4.34
ORP: 748mV, 20.75 C, TDS=458.08, Ph=4.32
ORP: 748mV, 20.75 C, TDS=478.73, Ph=4.60
ORP: 748mV, 20.75 C, TDS=480.83, Ph=4.62
ORP: 748mV, 20.81 C, TDS=458.08, Ph=4.35
ORP: 748mV, 20.75 C, TDS=485.04, Ph=4.70
ORP: 742mV, 20.75 C, TDS=480.83, Ph=4.63
ORP: 741mV, 20.75 C, TDS=468.33, Ph=4.45
ORP: 747mV, 20.75 C, TDS=491.41, Ph=4.75
ORP: 744mV, 20.75 C, TDS=502.15, Ph=4.86
ORP: 745mV, 20.75 C, TDS=472.47, Ph=4.47
ORP: 747mV, 20.75 C, TDS=454.02, Ph=4.20
ORP: 743mV, 20.75 C, TDS=489.28, Ph=4.69
ORP: 747mV, 20.75 C, TDS=464.22, Ph=4.35
ORP: 749mV, 20.75 C, TDS=482.93, Ph=4.62
ORP: 743mV, 20.75 C, TDS=502.15, Ph=4.83
ORP: 748mV, 20.75 C, TDS=464.22, Ph=4.36
ORP: 744mV, 20.75 C, TDS=487.15, Ph=4.68
ORP: 742mV, 20.75 C, TDS=478.73, Ph=4.64
ORP: 747mV, 20.75 C, TDS=470.40, Ph=4.47
ORP: 743mV, 20.75 C, TDS=480.83, Ph=4.64
ORP: 740mV, 20.75 C, TDS=499.98, Ph=4.85
ORP: 743mV, 20.75 C, TDS=460.12, Ph=4.35
ORP: 739mV, 20.75 C, TDS=487.15, Ph=4.75
ORP: 734mV, 20.81 C, TDS=460.12, Ph=4.38
ORP: 737mV, 20.81 C, TDS=466.27, Ph=4.42
ORP: 733mV, 20.75 C, TDS=487.15, Ph=4.70
ORP: 732mV, 20.75 C, TDS=422.31, Ph=4.22
ORP: 736mV, 20.75 C, TDS=443.97, Ph=4.26
ORP: 732mV, 20.75 C, TDS=482.93, Ph=4.61
ORP: 731mV, 20.75 C, TDS=482.93, Ph=4.62
ORP: 735mV, 20.75 C, TDS=468.33, Ph=4.43
ORP: 735mV, 20.75 C, TDS=445.97, Ph=4.21
ORP: 736mV, 20.75 C, TDS=472.47, Ph=4.56
ORP: 742mV, 20.75 C, TDS=462.17, Ph=4.35
ORP: 743mV, 20.75 C, TDS=478.73, Ph=4.55
ORP: 742mV, 20.81 C, TDS=493.54, Ph=4.77
ORP: 748mV, 20.75 C, TDS=472.47, Ph=4.49
ORP: 747mV, 20.75 C, TDS=456.05, Ph=4.31
ORP: 747mV, 20.75 C, TDS=495.68, Ph=4.75
ORP: 753mV, 20.75 C, TDS=466.27, Ph=4.40
ORP: 754mV, 20.75 C, TDS=476.64, Ph=4.48
ORP: 754mV, 20.81 C, TDS=489.28, Ph=4.71
ORP: 753mV, 20.75 C, TDS=464.22, Ph=4.44
ORP: 752mV, 20.75 C, TDS=458.08, Ph=4.31
ORP: 752mV, 20.75 C, TDS=485.04, Ph=4.67
ORP: 754mV, 20.75 C, TDS=482.93, Ph=4.65
ORP: 755mV, 20.75 C, TDS=462.17, Ph=4.39
ORP: 749mV, 20.75 C, TDS=482.93, Ph=4.66
ORP: 750mV, 20.75 C, TDS=482.93, Ph=4.66
ORP: 750mV, 20.75 C, TDS=460.12, Ph=4.37
ORP: 751mV, 20.81 C, TDS=497.83, Ph=4.72
ORP: 750mV, 20.75 C, TDS=482.93, Ph=4.64
ORP: 751mV, 20.75 C, TDS=464.22, Ph=4.38
ORP: 755mV, 20.75 C, TDS=472.47, Ph=4.43
ORP: 756mV, 20.75 C, TDS=491.41, Ph=4.73
ORP: 756mV, 20.75 C, TDS=466.27, Ph=4.39
ORP: 759mV, 20.75 C, TDS=462.17, Ph=4.33
ORP: 758mV, 20.81 C, TDS=489.28, Ph=4.68
ORP: 752mV, 20.75 C, TDS=468.33, Ph=4.45
ORP: 756mV, 20.81 C, TDS=458.08, Ph=4.33
ORP: 753mV, 20.75 C, TDS=515.25, Ph=4.68
ORP: 747mV, 20.75 C, TDS=462.17, Ph=4.52
ORP: 751mV, 20.75 C, TDS=458.08, Ph=4.35
ORP: 753mV, 20.75 C, TDS=478.73, Ph=4.63
ORP: 748mV, 20.75 C, TDS=478.73, Ph=4.66
ORP: 752mV, 20.75 C, TDS=462.17, Ph=4.40
ORP: 751mV, 20.75 C, TDS=485.04, Ph=4.69
ORP: 746mV, 20.81 C, TDS=497.83, Ph=4.82
ORP: 750mV, 20.75 C, TDS=464.22, Ph=4.38
ORP: 756mV, 20.75 C, TDS=493.54, Ph=4.70
ORP: 752mV, 20.75 C, TDS=499.98, Ph=4.83
ORP: 753mV, 20.75 C, TDS=468.33, Ph=4.41
ORP: 757mV, 20.75 C, TDS=476.64, Ph=4.54
ORP: 752mV, 20.75 C, TDS=493.54, Ph=4.76
ORP: 752mV, 20.75 C, TDS=466.27, Ph=4.42
ORP: 757mV, 20.75 C, TDS=452.00, Ph=4.26
ORP: 753mV, 20.75 C, TDS=482.93, Ph=4.69
ORP: 752mV, 20.81 C, TDS=460.12, Ph=4.38
ORP: 758mV, 20.75 C, TDS=464.22, Ph=4.43
ORP: 753mV, 20.75 C, TDS=485.04, Ph=4.70
ORP: 753mV, 20.81 C, TDS=466.27, Ph=4.43
ORP: 758mV, 20.75 C, TDS=456.05, Ph=4.31
ORP: 760mV, 20.75 C, TDS=491.41, Ph=4.73
ORP: 759mV, 20.75 C, TDS=493.54, Ph=4.80
ORP: 763mV, 20.75 C, TDS=470.40, Ph=4.44
ORP: 762mV, 20.75 C, TDS=487.15, Ph=4.67
ORP: 758mV, 20.75 C, TDS=482.93, Ph=4.62
ORP: 762mV, 20.75 C, TDS=460.12, Ph=4.35
ORP: 764mV, 20.75 C, TDS=470.40, Ph=4.48
ORP: 760mV, 20.75 C, TDS=489.28, Ph=4.74
ORP: 754mV, 20.75 C, TDS=464.22, Ph=4.43
ORP: 758mV, 20.75 C, TDS=464.22, Ph=4.39
ORP: 756mV, 20.75 C, TDS=487.15, Ph=4.69
ORP: 752mV, 20.75 C, TDS=495.68, Ph=4.78
ORP: 756mV, 20.75 C, TDS=470.40, Ph=4.45
ORP: 757mV, 20.75 C, TDS=452.00, Ph=4.26
ORP: 755mV, 20.75 C, TDS=489.28, Ph=4.71
ORP: 760mV, 20.75 C, TDS=464.22, Ph=4.38
ORP: 765mV, 20.75 C, TDS=464.22, Ph=4.37
ORP: 762mV, 20.75 C, TDS=480.83, Ph=4.61
ORP: 762mV, 20.75 C, TDS=485.04, Ph=4.65
ORP: 769mV, 20.81 C, TDS=462.17, Ph=4.36
ORP: 769mV, 20.75 C, TDS=460.12, Ph=4.36
ORP: 768mV, 20.81 C, TDS=489.28, Ph=4.73
ORP: 767mV, 20.75 C, TDS=470.40, Ph=4.49
ORP: 766mV, 20.75 C, TDS=460.12, Ph=4.37
ORP: 771mV, 20.75 C, TDS=480.83, Ph=4.66
ORP: 773mV, 20.75 C, TDS=489.28, Ph=4.73
ORP: 773mV, 20.75 C, TDS=468.33, Ph=4.43
ORP: 772mV, 20.75 C, TDS=460.12, Ph=4.33
ORP: 772mV, 20.75 C, TDS=495.68, Ph=4.76
ORP: 769mV, 20.75 C, TDS=495.68, Ph=4.75
ORP: 768mV, 20.75 C, TDS=470.40, Ph=4.45
ORP: 773mV, 20.75 C, TDS=468.33, Ph=4.41
ORP: 770mV, 20.75 C, TDS=482.93, Ph=4.66
ORP: 765mV, 20.75 C, TDS=485.04, Ph=4.56
ORP: 770mV, 20.75 C, TDS=485.04, Ph=4.70
ORP: 767mV, 20.81 C, TDS=491.41, Ph=4.77
ORP: 763mV, 20.75 C, TDS=482.93, Ph=4.68
ORP: 767mV, 20.75 C, TDS=464.22, Ph=4.41
ORP: 767mV, 20.75 C, TDS=468.33, Ph=4.44
ORP: 762mV, 20.75 C, TDS=487.15, Ph=4.70
ORP: 762mV, 20.75 C, TDS=476.64, Ph=4.56
ORP: 764mV, 20.75 C, TDS=452.00, Ph=4.32
ORP: 761mV, 20.75 C, TDS=482.93, Ph=4.65
ORP: 761mV, 20.75 C, TDS=401.24, Ph=4.33
ORP: 767mV, 20.75 C, TDS=711.91, Ph=4.64
ORP: 767mV, 20.75 C, TDS=405.03, Ph=4.99
ORP: 765mV, 20.75 C, TDS=441.98, Ph=4.29
ORP: 769mV, 20.75 C, TDS=460.12, Ph=4.37
ORP: 776mV, 20.81 C, TDS=462.17, Ph=4.39
ORP: 771mV, 20.75 C, TDS=478.73, Ph=4.62
ORP: 769mV, 20.75 C, TDS=495.68, Ph=4.83
ORP: 774mV, 20.75 C, TDS=468.33, Ph=4.43
ORP: 774mV, 20.75 C, TDS=468.33, Ph=4.44
ORP: 769mV, 20.75 C, TDS=485.04, Ph=4.69
ORP: 766mV, 20.75 C, TDS=476.64, Ph=4.55
ORP: 766mV, 20.75 C, TDS=464.22, Ph=4.36
ORP: 766mV, 20.75 C, TDS=452.00, Ph=4.26
ORP: 766mV, 20.81 C, TDS=482.93, Ph=4.65
ORP: 770mV, 20.75 C, TDS=466.27, Ph=4.42
ORP: 770mV, 20.75 C, TDS=458.08, Ph=4.36
ORP: 765mV, 20.75 C, TDS=478.73, Ph=4.64
ORP: 765mV, 20.75 C, TDS=491.41, Ph=4.76
ORP: 765mV, 20.75 C, TDS=466.27, Ph=4.49
ORP: 766mV, 20.81 C, TDS=456.05, Ph=4.32
ORP: 764mV, 20.75 C, TDS=482.93, Ph=4.66
ORP: 762mV, 20.75 C, TDS=482.93, Ph=4.68
ORP: 755mV, 20.75 C, TDS=466.27, Ph=4.43
ORP: 755mV, 20.81 C, TDS=456.05, Ph=4.30
ORP: 754mV, 20.75 C, TDS=487.15, Ph=4.68
ORP: 753mV, 20.75 C, TDS=491.41, Ph=4.75
ORP: 746mV, 20.75 C, TDS=470.40, Ph=4.43
ORP: 746mV, 20.75 C, TDS=460.12, Ph=4.32
ORP: 750mV, 20.75 C, TDS=489.28, Ph=4.66
ORP: 749mV, 20.75 C, TDS=493.54, Ph=4.75
ORP: 744mV, 20.75 C, TDS=513.05, Ph=4.98
ORP: 747mV, 20.75 C, TDS=468.33, Ph=4.42
ORP: 750mV, 20.75 C, TDS=478.73, Ph=4.55
ORP: 745mV, 20.75 C, TDS=487.15, Ph=4.71
ORP: 743mV, 20.75 C, TDS=517.46, Ph=5.01
ORP: 747mV, 20.75 C, TDS=468.33, Ph=4.46
ORP: 753mV, 20.75 C, TDS=472.47, Ph=4.50
ORP: 749mV, 20.75 C, TDS=491.41, Ph=4.76
ORP: 747mV, 20.75 C, TDS=466.27, Ph=4.44
ORP: 751mV, 20.81 C, TDS=464.22, Ph=4.36
ORP: 752mV, 20.75 C, TDS=491.41, Ph=4.69
ORP: 747mV, 20.75 C, TDS=489.28, Ph=4.69
ORP: 748mV, 20.75 C, TDS=480.83, Ph=4.60
ORP: 748mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 750mV, 20.75 C, TDS=462.17, Ph=4.35
ORP: 749mV, 20.75 C, TDS=485.04, Ph=4.68
ORP: 746mV, 20.75 C, TDS=454.02, Ph=4.34
ORP: 746mV, 20.75 C, TDS=456.05, Ph=4.31
ORP: 741mV, 20.75 C, TDS=480.83, Ph=4.66
ORP: 742mV, 20.75 C, TDS=491.41, Ph=4.77
ORP: 748mV, 20.75 C, TDS=466.27, Ph=4.45
ORP: 748mV, 20.81 C, TDS=458.08, Ph=4.34
ORP: 743mV, 20.75 C, TDS=478.73, Ph=4.63
ORP: 743mV, 20.81 C, TDS=493.54, Ph=4.76
ORP: 744mV, 20.75 C, TDS=470.40, Ph=4.44
ORP: 744mV, 20.75 C, TDS=454.02, Ph=4.27
ORP: 744mV, 20.75 C, TDS=489.28, Ph=4.71
ORP: 745mV, 20.75 C, TDS=478.73, Ph=4.58
ORP: 752mV, 20.75 C, TDS=470.40, Ph=4.46
ORP: 751mV, 20.75 C, TDS=460.12, Ph=4.34
ORP: 751mV, 20.75 C, TDS=489.28, Ph=4.70
ORP: 751mV, 20.75 C, TDS=489.28, Ph=4.71
ORP: 751mV, 20.75 C, TDS=456.05, Ph=4.39
ORP: 751mV, 20.75 C, TDS=454.02, Ph=4.30
ORP: 756mV, 20.75 C, TDS=487.15, Ph=4.63
ORP: 756mV, 20.75 C, TDS=480.83, Ph=4.65
ORP: 760mV, 20.81 C, TDS=502.15, Ph=4.89
ORP: 760mV, 20.75 C, TDS=468.33, Ph=4.42
ORP: 758mV, 20.75 C, TDS=460.12, Ph=4.33
